Número REDS;Órgão Unidade Registro;Unidade Área Militar;Unid Registro Nível 6;Código Subclasse Nat Principal;Tentado/Consumado Nat Principal;Logradouro Ocorrência - Tipo;Logradouro Ocorrência;Logradouro Ocorrência Não Cadastrado;Logradouro Cruzamento;Logradouro Cruzamento Não Cadastrado;Número Logradouro;Bairro;Bairro Não Cadastrado;Complemento Endereço;Ponto de Referência;Município;Latitude;Longitude;Situação Arma;Tipo Arma;Data Fato;Horário Fato;Qtde  Armas de Fogo
2019-019200470-001;POLICIA MILITAR;2 PEL/241 CIA PM/63 BPM/7 RPM;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03012;CONSUMADO;RUA;ANTONIO RIBEIRO DE MORAIS;;PREENCHIMENTO OPCIONAL;;725;INVÁLIDO;;;;ARCOS;-20,27302778;-45,53805556;APREENDIDO;ESPINGARDA / ESCOPETA;25/04/2019;07:00:00;2
2019-019202335-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03012;CONSUMADO;FAZENDA;GERAIS;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;PAINEIRAS;-19,01176930;-45,45919390;APREENDIDO;CARABINA / RIFLE;25/04/2019;07:30:00;1
2019-019202335-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03012;CONSUMADO;FAZENDA;GERAIS;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;PAINEIRAS;-19,01176930;-45,45919390;APREENDIDO;ESPINGARDA / ESCOPETA;25/04/2019;07:30:00;1
2019-019210604-001;POLICIA MILITAR;2 PEL/241 CIA PM/63 BPM/7 RPM;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03012;CONSUMADO;RUA;TUPIS;;PREENCHIMENTO OPCIONAL;;539;INVÁLIDO;floresta;;;ARCOS;;;APREENDIDO;ESPINGARDA / ESCOPETA;25/04/2019;07:30:00;1
2019-019212421-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03012;CONSUMADO;POVOADO;FURTADOS;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;DIVINOPOLIS;-20,06888970;-45,03601010;APREENDIDO;ESPINGARDA / ESCOPETA;25/04/2019;09:54:28;1
2019-019227733-001;POLICIA MILITAR;3 GP/3 PEL/280 CIA PM/60 BPM/7 RPM;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03012;CONSUMADO;FAZENDA;INVÁLIDO;DA BRANCA;PREENCHIMENTO OPCIONAL;;;INVÁLIDO;;;FUNIL DE LEANDRO FERREIRA;LEANDRO FERREIRA;;;APREENDIDO;ESPINGARDA / ESCOPETA;25/04/2019;07:00:00;2
2019-019229040-002;POLICIA MILITAR;60 BPM/7 RPM;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03012;CONSUMADO;SITIO;INVÁLIDO;Laje;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;Zona rural;;;NOVA SERRANA;-19,89450000;-44,89594444;APREENDIDO;ESPINGARDA / ESCOPETA;25/04/2019;08:00:00;1
2019-019389430-001;POLICIA MILITAR;1 GP/2 PEL/118 CIA PM/7 BPM/7 RPM;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03012;CONSUMADO;RANCHO;INVÁLIDO;Rancho do Hamilton;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;Povoado de Logradouro;;;MARTINHO CAMPOS;-19,29580556;-45,11450000;APREENDIDO;ESPINGARDA / ESCOPETA;26/04/2019;07:00:00;1
2019-019429566-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03012;CONSUMADO;FAZENDA;INVÁLIDO;BAU;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;ZONA RURAL;RESIDENCIA;FAZENDINHAS BAU/CONDOMINIO;POMPEU;-19,00719444;-44,75291667;APREENDIDO;REVOLVER;26/04/2019;12:30:00;1
2019-019526515-001;POLICIA MILITAR;3 PEL/139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;E03012;CONSUMADO;POVOADO;ROCINHA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;CLAUDIO;-20,43286100;-44,73102800;APREENDIDO;ESPINGARDA / ESCOPETA;26/04/2019;23:10:00;2
2019-019526515-001;POLICIA MILITAR;3 PEL/139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;E03012;CONSUMADO;POVOADO;ROCINHA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;CLAUDIO;-20,43286100;-44,73102800;APREENDIDO;ESPINGARDA POLVEIRA;26/04/2019;23:10:00;1
2019-019821067-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;B01121;TENTADO;RUA;TABELIAO JOAO ROCHA;;PREENCHIMENTO OPCIONAL;;1086;NOSSA SENHORA DA PIEDADE;;;;POMPEU;-19,23110570;-45,00824970;APREENDIDO;REVOLVER;29/04/2019;01:15:00;2
2019-019821067-002;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;K99000;CONSUMADO;RUA;TABELIAO JOAO ROCHA;;PREENCHIMENTO OPCIONAL;;1086;NOSSA SENHORA DA PIEDADE;;;;POMPEU;-19,23110570;-45,00824970;APREENDIDO;PISTOLA;29/04/2019;01:30:00;3
2019-020007810-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;63 BPM/7 RPM;E03015;CONSUMADO;RUA;DEMERVAL ALVES TEIXEIRA;;PREENCHIMENTO OPCIONAL;;256;NOVO SANTO ANTONIO;;;;FORMIGA;-20,47732140;-45,43652000;APREENDIDO;GARRUCHA;30/04/2019;00:12:43;1
2019-020061073-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;7 CIA PM RV/BPMRV/CPRV;E03016;CONSUMADO;RODOVIA;MG 050;;PREENCHIMENTO OPCIONAL;;129;INVÁLIDO;;;;DIVINOPOLIS;-20,14485100;-44,91487590;APREENDIDO;REVOLVER;30/04/2019;09:58:00;1
2019-020295014-001;POLICIA MILITAR;3 PEL/107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;C01157;CONSUMADO;AVENIDA;DOUTOR JOSAPHAT MACEDO;;PREENCHIMENTO OPCIONAL;;674;ROSARIO;;;;LUZ;-19,79185650;-45,68089840;APREENDIDO;OUTROS - TIPO DE ARMA;01/05/2019;17:10:00;1
2019-020321187-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;7 CIA PM IND PE/7 RPM;E03012;CONSUMADO;RUA;AFRANIO PEIXOTO;;PREENCHIMENTO OPCIONAL;;821;CATALAO;;;;DIVINOPOLIS;-20,15461890;-44,90370630;APREENDIDO;REVOLVER;01/05/2019;20:48:27;1
2019-020479252-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;7 CIA PM IND PE/7 RPM;I04033;CONSUMADO;RUA;PEDESTRE;;PREENCHIMENTO OPCIONAL;;55;QUINTINO;;;;DIVINOPOLIS;-20,15908590;-44,93306370;APREENDIDO;PISTOLA;02/05/2019;17:36:53;1
2019-020479252-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;7 CIA PM IND PE/7 RPM;I04033;CONSUMADO;RUA;PEDESTRE;;PREENCHIMENTO OPCIONAL;;55;QUINTINO;;;;DIVINOPOLIS;-20,15908590;-44,93306370;APREENDIDO;REVOLVER;02/05/2019;17:36:53;2
2019-020486031-001;POLICIA MILITAR;3 PEL/107 CIA PM/7 BPM/7 RPM;240 CIA TM/23 BPM/7 RPM;E03018;CONSUMADO;RODOVIA;BR 262;;PREENCHIMENTO OPCIONAL;;522;INVÁLIDO;;;;LUZ;-19,78645920;-45,63341340;APREENDIDO;PISTOLA;02/05/2019;18:11:34;4
2019-020486031-001;POLICIA MILITAR;3 PEL/107 CIA PM/7 BPM/7 RPM;240 CIA TM/23 BPM/7 RPM;E03018;CONSUMADO;RODOVIA;BR 262;;PREENCHIMENTO OPCIONAL;;522;INVÁLIDO;;;;LUZ;-19,78645920;-45,63341340;APREENDIDO;REVOLVER;02/05/2019;18:11:34;1
2019-020505841-001;POLICIA MILITAR;3 PEL/290 CIA PM/63 BPM/7 RPM;290 CIA PM/63 BPM/7 RPM;E03012;CONSUMADO;POVOADO;MARILANDIA - LAVA PES;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;FAZENDA RECANTO DOS SONHOS;ITAPECERICA;-20,37385720;-44,91889130;APREENDIDO;ESPINGARDA / ESCOPETA;02/05/2019;16:30:00;2
2019-020505841-001;POLICIA MILITAR;3 PEL/290 CIA PM/63 BPM/7 RPM;290 CIA PM/63 BPM/7 RPM;E03012;CONSUMADO;POVOADO;MARILANDIA - LAVA PES;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;FAZENDA RECANTO DOS SONHOS;ITAPECERICA;-20,37385720;-44,91889130;APREENDIDO;REVOLVER;02/05/2019;16:30:00;1
2019-020621433-001;POLICIA MILITAR;INVÁLIDO;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03012;CONSUMADO;FAZENDA;INVÁLIDO;PAU DA MADEIRA;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;LOCALIDADE RURAL DE AFONSOS;FAZENDA;;CAMACHO;-20,56547222;-45,22513889;APREENDIDO;REVOLVER;03/05/2019;14:38:50;1
2019-020682519-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;7 CIA PM IND PE/7 RPM;E03014;CONSUMADO;AVENIDA;VEREADOR RONALDO DE CASTRO ALVES;;PREENCHIMENTO OPCIONAL;;370;DA PROVIDENCIA;;;;PARA DE MINAS;-19,86497260;-44,58480170;APREENDIDO;REVOLVER;03/05/2019;19:39:05;1
2019-020809247-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;E03012;CONSUMADO;AVENIDA;LENHITA;;PREENCHIMENTO OPCIONAL;;2232;LEONANE;;CASA;;ITAUNA;-20,06629540;-44,55367480;APREENDIDO;ESPINGARDA / ESCOPETA;04/05/2019;17:30:55;1
2019-020809247-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;E03012;CONSUMADO;AVENIDA;LENHITA;;PREENCHIMENTO OPCIONAL;;2232;LEONANE;;CASA;;ITAUNA;-20,06629540;-44,55367480;APREENDIDO;REVOLVER;04/05/2019;17:30:55;1
2019-020836293-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;K99000;CONSUMADO;POVOADO;TORNEIROS;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;Estrada de acesso ao povoado do Carioca;PARA DE MINAS;-19,87166700;-44,73108300;APREENDIDO;PISTOLA;04/05/2019;15:00:00;1
2019-020993245-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;E03014;CONSUMADO;RUA;PEDRAS VERDES;;PREENCHIMENTO OPCIONAL;;80;RETIRO DOS BANDEIRANTES;;;CONDOMÍNIO DOS BANDEIRANTES;ITATIAIUCU;-20,22825670;-44,39154490;APREENDIDO;ARMAS DE FOGO DISSIMULADAS (USO RESTRITO);05/05/2019;22:10:00;1
2019-021032840-001;POLICIA MILITAR;50 CIA PM/7 BPM/7 RPM;50 CIA PM/7 BPM/7 RPM;B01147;CONSUMADO;RUA;RAQUEL PAIVA DE OLIVEIRA;;PREENCHIMENTO OPCIONAL;;99;CRUZ DO MONTE;;;;BOM DESPACHO;-19,73803420;-45,24695710;APREENDIDO;PISTOLA;06/05/2019;07:23:32;1
2019-021214249-001;POLICIA MILITAR;279 CIA PM/60 BPM/7 RPM;60 BPM/7 RPM;E03012;CONSUMADO;RUA;INVÁLIDO;JOSE AMBROSIO SOARES;PREENCHIMENTO OPCIONAL;;236;INVÁLIDO;;;;NOVA SERRANA;;;APREENDIDO;ESPINGARDA / ESCOPETA;07/05/2019;06:00:00;1
2019-021249313-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;E03014;CONSUMADO;RUA;CELESTINA MARIA;;PREENCHIMENTO OPCIONAL;;289;BEIJA FLOR;;;PONTE SOBRE O RIBEIRÃO;NOVA SERRANA;-19,87596930;-44,98096310;APREENDIDO;REVOLVER;07/05/2019;11:31:33;1
2019-021281438-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;C01157;CONSUMADO;RUA;CORONEL MARTINHO FERREIRA DO AMARAL;;PREENCHIMENTO OPCIONAL;;232;BEIJA FLOR;;;LOJA SHOPP CELL;NOVA SERRANA;-19,87709650;-44,98390620;APREENDIDO;GARRUCHA;07/05/2019;14:35:19;1
2019-021288702-001;POLICIA MILITAR;3 PEL/107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;E03015;CONSUMADO;RUA;SETE DE SETEMBRO;;PREENCHIMENTO OPCIONAL;;700;NOVO ORIENTE;;;;LUZ;-19,78954570;-45,67120050;APREENDIDO;PISTOLA;07/05/2019;13:42:00;1
2019-021295065-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;A21000;CONSUMADO;RUA;INVÁLIDO;JOSE CAMILO SANTOS;PREENCHIMENTO OPCIONAL;;128;INVÁLIDO;PADRE LIBERIO;;;PARA DE MINAS;;;APREENDIDO;REVOLVER;07/05/2019;15:46:04;1
2019-021374129-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;7 CIA PM IND PE/7 RPM;E03012;CONSUMADO;RUA;MACIEIRA;;PREENCHIMENTO OPCIONAL;;300;JARDIM ZONA SUL;;;;DIVINOPOLIS;-20,18722030;-44,94076500;APREENDIDO;ESPINGARDA / ESCOPETA;07/05/2019;23:41:57;1
2019-021524297-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;A03000;CONSUMADO;AVENIDA;SETE DE SETEMBRO;;PREENCHIMENTO OPCIONAL;;1299;CENTRO;;APT 03;;DIVINOPOLIS;-20,13979700;-44,89048620;APREENDIDO;REVOLVER;08/05/2019;17:34:51;1
2019-021615132-001;POLICIA MILITAR;2 GP/3 PEL/51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;E03012;CONSUMADO;POVOADO;RIO SAO JOAO;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;ITATIAIUCU;-20,25063890;-44,50173890;APREENDIDO;ESPINGARDA / ESCOPETA;09/05/2019;09:30:00;1
2019-021667784-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;I04033;CONSUMADO;ALAMEDA;RIO CAIAPO;;PREENCHIMENTO OPCIONAL;;213;TIETE;;CASA FUNDOS;;DIVINOPOLIS;-20,14210430;-44,91912250;APREENDIDO;REVOLVER;09/05/2019;14:27:44;1
2019-021685009-001;POLICIA MILITAR;2 PEL/241 CIA PM/63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;B02001;CONSUMADO;RUA;FORMIGA;;PREENCHIMENTO OPCIONAL;;114;INVÁLIDO;;;;ARCOS;-20,29078210;-45,54320070;APREENDIDO;CARABINA / RIFLE;09/05/2019;15:00:11;1
2019-021685009-001;POLICIA MILITAR;2 PEL/241 CIA PM/63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;B02001;CONSUMADO;RUA;FORMIGA;;PREENCHIMENTO OPCIONAL;;114;INVÁLIDO;;;;ARCOS;-20,29078210;-45,54320070;APREENDIDO;REVOLVER;09/05/2019;15:00:11;1
2019-021714225-001;POLICIA MILITAR;107 CIA PM/7 BPM/7 RPM;7 CIA PM RV/BPMRV/CPRV;E03012;CONSUMADO;AVENIDA;VEREADOR DR ANTENOR CHAGAS MADEIRA;;PREENCHIMENTO OPCIONAL;;1014;MARILIA;;;;LAGOA DA PRATA;-20,02169540;-45,52416510;APREENDIDO;ESPINGARDA / ESCOPETA;09/05/2019;20:08:33;1
2019-021782302-001;POLICIA MILITAR;50 CIA PM/7 BPM/7 RPM;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03012;CONSUMADO;SITIO;INVÁLIDO;GONÇALO;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;ZONA RURAL;;;MOEMA;;;APREENDIDO;ESPINGARDA / ESCOPETA;10/05/2019;09:00:00;1
2019-021841960-001;POLICIA MILITAR;4 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;E03014;CONSUMADO;RUA;NADINHO DIOGO;;PREENCHIMENTO OPCIONAL;;65;ABEL DUARTE;;;;PAPAGAIOS;-19,43872800;-44,75570070;APREENDIDO;REVOLVER;10/05/2019;10:00:00;1
2019-021841960-001;POLICIA MILITAR;4 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;E03014;CONSUMADO;RUA;NADINHO DIOGO;;PREENCHIMENTO OPCIONAL;;65;ABEL DUARTE;;;;PAPAGAIOS;-19,43872800;-44,75570070;APREENDIDO;SUBMETRALHADORA (USO RESTRITO);10/05/2019;10:00:00;1
2019-022024158-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;I04033;CONSUMADO;RUA;LUIZ VALADARES VASCONCELOS;;PREENCHIMENTO OPCIONAL;;31;PARAISO;;;;POMPEU;-19,23716290;-45,01445790;APREENDIDO;REVOLVER;11/05/2019;14:50:00;1
2019-022063625-001;POLICIA MILITAR;NAO INFORMADO;50 CIA PM/7 BPM/7 RPM;E03012;CONSUMADO;SITIO;INVÁLIDO;ESTIR¿O;PREENCHIMENTO OPCIONAL;;;INVÁLIDO;ZONA RURAL;;;MOEMA;;;APREENDIDO;ESPINGARDA POLVEIRA;11/05/2019;17:06:45;1
2019-022093086-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;E03014;CONSUMADO;RUA;BENEDITO VALADARES;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;ONCA DO PITANGUI;-19,73312910;-44,80813750;APREENDIDO;REVOLVER;11/05/2019;21:30:00;1
2019-022106453-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;7 CIA PM IND PE/7 RPM;E03014;CONSUMADO;RUA;MADRESSILVA;PADRE ABEL;PREENCHIMENTO OPCIONAL;;1841.00;PARAISO;PARAISO;;;DIVINOPOLIS;-20,17239770;-44,86548590;APREENDIDO;REVOLVER;12/05/2019;00:06:49;1
2019-022407379-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;E03012;CONSUMADO;POVOADO;CARIOCA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;PARA DE MINAS;-19,83722200;-44,76111100;APREENDIDO;ESPINGARDA / ESCOPETA;13/05/2019;20:10:58;3
2019-022423146-001;POLICIA MILITAR;60 BPM/7 RPM;68 CIA TM/60 BPM/7 RPM;I04033;CONSUMADO;RUA;DA PRATA;DA PRATA;PREENCHIMENTO OPCIONAL;;558.000;FREI AMBROSIO;FREI AMBROSIO;;;NOVA SERRANA;-19,86314380;-44,97928250;APREENDIDO;REVOLVER;13/05/2019;21:38:55;1
2019-022447775-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;E03014;CONSUMADO;RUA;PADRE JOSE LUIZ;;PREENCHIMENTO OPCIONAL;;440;SAO MARCOS;;;;NOVA SERRANA;-19,87273240;-44,98983150;APREENDIDO;REVOLVER;14/05/2019;02:00:40;1
2019-022470691-001;POLICIA MILITAR;3 PEL/280 CIA PM/60 BPM/7 RPM;7 CIA PM IND PE/7 RPM;C01180;CONSUMADO;RUA;DORA BAHIA SALDANHA;;PREENCHIMENTO OPCIONAL;;111.000;JK;JK;;;PITANGUI;-19,68452560;-44,87515710;APREENDIDO;REVOLVER;14/05/2019;08:57:58;1
2019-022781201-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;240 CIA TM/23 BPM/7 RPM;I04033;CONSUMADO;RUA;AMANCIO MAZZAROPI;;BRIGADEIRO EDUARDO GOMES;;;TERRA AZUL;;;;DIVINOPOLIS;-20,18423100;-44,88287230;APREENDIDO;SUBMETRALHADORA (USO RESTRITO);15/05/2019;19:59:01;2
2019-022894733-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;7 CIA PM RV/BPMRV/CPRV;E03016;CONSUMADO;RODOVIA;MG 050;;PREENCHIMENTO OPCIONAL;;130;INVÁLIDO;;;;DIVINOPOLIS;-20,15389500;-44,91554250;APREENDIDO;REVOLVER;16/05/2019;14:29:49;1
2019-023002337-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;E03012;CONSUMADO;RUA;MONTES CLAROS;;PREENCHIMENTO OPCIONAL;;211;SANTOS DUMONT;;;;PARA DE MINAS;-19,83941070;-44,60546920;APREENDIDO;REVOLVER;17/05/2019;01:24:55;1
2019-023045492-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;C01157;CONSUMADO;RUA;BENEDITO VALADARES;;PREENCHIMENTO OPCIONAL;;381;CENTRO;;;;PARA DE MINAS;-19,86419730;-44,60532330;APREENDIDO;PISTOLA;17/05/2019;08:50:00;1
2019-023059888-001;POLICIA MILITAR;2 PEL/241 CIA PM/63 BPM/7 RPM;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03014;CONSUMADO;FAZENDA;OLHOS D'AGUA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;ZONA RURAL;;PRÓXIMO AO POVOADO DE CORQUINHOS;IGUATAMA;-20,24297222;-45,82030556;APREENDIDO;ESPINGARDA / ESCOPETA;17/05/2019;06:20:00;3
2019-023131088-001;POLICIA MILITAR;107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;E03014;CONSUMADO;RUA;CIRILO MACIEL;;PREENCHIMENTO OPCIONAL;;144;CENTRO;;;;LAGOA DA PRATA;-20,02159430;-45,54540360;APREENDIDO;PISTOLA;17/05/2019;18:32:35;1
2019-023145210-001;POLICIA MILITAR;50 CIA PM/7 BPM/7 RPM;50 CIA PM/7 BPM/7 RPM;E03012;CONSUMADO;RUA;JANUARIA;;PREENCHIMENTO OPCIONAL;;1624;JK;;;;BOM DESPACHO;-19,74853310;-45,28509410;APREENDIDO;REVOLVER;17/05/2019;20:15:57;1
2019-023152644-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;I04033;CONSUMADO;RUA;LUDOVICO DIAS;;PREENCHIMENTO OPCIONAL;;181;GARCIAS;;;;ITAUNA;-20,09088540;-44,60483510;APREENDIDO;PISTOLA;17/05/2019;21:15:24;1
2019-023256482-001;POLICIA MILITAR;INVÁLIDO;51 CIA PM/23 BPM/7 RPM;E03012;CONSUMADO;RUA;INVÁLIDO;CINCO;PREENCHIMENTO OPCIONAL;;92;INVÁLIDO;;casa;;ITAUNA;;;APREENDIDO;ESPINGARDA / ESCOPETA;18/05/2019;16:34:34;1
2019-023301751-001;POLICIA MILITAR;60 BPM/7 RPM;68 CIA TM/60 BPM/7 RPM;C01157;CONSUMADO;RUA;RENIGIO ALVES DE CASTRO;;PREENCHIMENTO OPCIONAL;;1675;SAO GERALDO IL;;;;NOVA SERRANA;-19,88347070;-44,96950650;APREENDIDO;PISTOLETE (CALIBRE DE ESPINGARDA);18/05/2019;21:36:34;1
2019-023402122-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;I04035;CONSUMADO;RUA;AMANCIO MAZZAROPI;;PREENCHIMENTO OPCIONAL;;530;TERRA AZUL;;;;DIVINOPOLIS;-20,18416290;-44,88306590;APREENDIDO;PISTOLA;19/05/2019;17:40:38;1
2019-023402122-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;I04035;CONSUMADO;RUA;AMANCIO MAZZAROPI;;PREENCHIMENTO OPCIONAL;;530;TERRA AZUL;;;;DIVINOPOLIS;-20,18416290;-44,88306590;RECUPERADO;REVOLVER;19/05/2019;17:40:38;1
2019-023442899-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;I04033;CONSUMADO;RUA;NONO VENTURA;;PREENCHIMENTO OPCIONAL;;142;LOURDES;;;;ITAUNA;-20,08823580;-44,56965620;APREENDIDO;ARMAS DE FOGO DISSIMULADAS (USO RESTRITO);19/05/2019;22:56:52;1
2019-023618626-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;E03014;CONSUMADO;RUA;DO ALTO;;PREENCHIMENTO OPCIONAL;;81;ARITANA;;;;POMPEU;-19,23004390;-44,99210800;APREENDIDO;REVOLVER;20/05/2019;20:05:00;1
2019-023634490-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;E03012;CONSUMADO;RUA;MOSCOU;;PREENCHIMENTO OPCIONAL;;610;DONA ROSA;;;;DIVINOPOLIS;-20,16515140;-44,85571560;APREENDIDO;GARRUCHA;20/05/2019;22:42:22;1
2019-023656629-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;240 CIA TM/23 BPM/7 RPM;E03012;CONSUMADO;AVENIDA;NOVO MEXICO;;PREENCHIMENTO OPCIONAL;;591;CAMPINA VERDE;;;;DIVINOPOLIS;-20,14964000;-44,92513840;APREENDIDO;PISTOLA;21/05/2019;03:13:32;2
2019-023758308-001;POLICIA MILITAR;107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;E03014;CONSUMADO;RUA;BAHIA;;JOSE MARIA RESENDE;;;SANTA EUGENIA 2;;;PROXIMIDADE DO CÓRREGO;LAGOA DA PRATA;-20,01923670;-45,53650120;APREENDIDO;REVOLVER;21/05/2019;16:23:26;1
2019-023938758-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;A03000;TENTADO;RUA;PADRE BERTOLDO VAN ZEE;;PREENCHIMENTO OPCIONAL;;942;NOSSA SENHORA DE FATIMA;;;;POMPEU;-19,22639110;-45,00632840;APREENDIDO;REVOLVER;22/05/2019;11:20:00;1
2019-023949197-001;POLICIA MILITAR;60 BPM/7 RPM;7 CIA PM RV/BPMRV/CPRV;E03016;CONSUMADO;RODOVIA;MG 423;;PREENCHIMENTO OPCIONAL;;1;INVÁLIDO;;;;NOVA SERRANA;-19,87355080;-44,90395060;APREENDIDO;REVOLVER;22/05/2019;16:30:34;1
2019-023984729-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;240 CIA TM/23 BPM/7 RPM;E03012;CONSUMADO;RUA;PADRE ABEL;;PREENCHIMENTO OPCIONAL;;30;INTERLAGOS;;;;DIVINOPOLIS;-20,15496690;-44,86827020;APREENDIDO;REVOLVER;22/05/2019;19:31:51;1
